ORDEN,FECHA,CLIENTE,ART,COLOR,METROS ,GXM,MAQUINA,OBSERVACIONES,Unnamed: 9,Unnamed: 10
209.0,2022-06-29 00:00:00,TELARES D SUR,SARGA,NEGRO,514.0,0.246,JET 1,TEÑIDO POLIESTER EN JET 1,,
210.0, 30/06/2022 TELARES D SUR,,TRACKER,CYAN,330.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
211.0,2022-06-30 00:00:00,TELARES D SUR,TRACKER,CYAN,330.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
212.0,2022-06-30 00:00:00,TELARES D SUR,TRACKER,CTAN,341.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
213.0,2022-07-04 00:00:00,TELARES D SUR,TRACKER,VDE FERRO,350.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
214.0,2022-07-04 00:00:00,TELARES D SUR,TRACKER,VDE FERRO,350.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
215.0,2022-07-04 00:00:00,TELARES D SUR,TRACKER,VDE FERRO,347.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
216.0,2022-07-05 00:00:00,TELARES D SUR,TRACKER,VDE FERRO,367.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
217.0,2022-07-05 00:00:00,TELARES D SUR,TRACKER,VDE FERRO,340.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
218.0,2022-07-05 00:00:00,TELARES D SUR,TRACKER,VDE FERRO,338.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
219.0,2022-07-06 00:00:00,TOBATEL,MICROCOTTON,VDE MILITAR,1500.0,0.19,JIGGER,TEÑIDO ALGODÓN EN JIGGER 1,,
220.0,2022-07-06 00:00:00,NOTTA,SARGA,ALLO ORO,624.0,0.3,JET 1,TEÑIDO POLIESTER EN JET 1,,
221.0,2022-07-06 00:00:00,NOTTA,SARGA,ALLO ORO,614.0,0.3,JET 1,TEÑIDO POLIESTER EN JET 1,,
222.0,2022-07-06 00:00:00,JUAN CARLOS,RIP STOP,GRIS ACERO,542.0,0.28,JIGGER,TEÑIDO EN JIGGER POLIESTER ALGODÓN,,
223.0,2022-07-07 00:00:00,JOMEH,MADRAS,BORDO,814.0,0.21,JET 1,TEÑIDO POL/ALG EN 2 BAÑOS,,
224.0,2022-07-07 00:00:00,SOGHOMONT,POLIESTER,ALLO LIMON,214.0,0.392,JET 1,TEÑIDO POLIESTER EN JET 1,,
225.0,2022-07-07 00:00:00,DALESSANDRO ,FANTASIA,BORDO,803.0,0.21,JET 1,TEÑIDO POL/ALG EN 2 BAÑOS,,
226.0,2022-07-08 00:00:00,DALESSANDRO,FANTASIA,ROJO,802.0,0.21,JET 1,TEÑIDO POL/ALG EN 2 BAÑOS,,
227.0,2022-07-11 00:00:00,TOBATEL,RIP STOP,GRIS TOPO,534.0,0.315,JET 1,TEÑIDO POLIESTER EN JET 1,,
228.0,2022-07-11 00:00:00,TOBATEL,RIP STOP,GRIS TOPO,534.0,0.315,JET 1,TEÑIDO POLIESTER EN JET 1,,
229.0,2022-07-11 00:00:00,DETOMASO,TAFETA,MNO POLICIAL,1222.0,0.13,JET 1,TEÑIDO POLIESTER EN JET 1,,
230.0,2022-07-11 00:00:00,DETOMASO,TAFETA,MNO POLICIAL,1229.0,0.13,JET 1,TEÑIDO POLIESTER EN JET 1,,
231.0,2022-07-12 00:00:00,DETOMASO ,SPUM,NEGRO,579.0,0.302,JET 1,TEÑIDO POLIESTER EN JET 1,,
232.0,2022-07-12 00:00:00,MARIKEL,GROSS,NEGRO,712.0,0.24,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
233.0,2022-07-12 00:00:00,MARIKEL,GROSS,NEGRO,723.0,0.24,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
234.0,2022-07-12 00:00:00,MARIKEL,GROSS,NEGRO,731.0,0.24,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
235.0,2022-07-13 00:00:00,TOBATEL,RIP STOP,GRIS TOPO,1068.0,0.315,JIGGER,TEÑIDO ALGODN EN JIGGERS,,
236.0,2022-07-13 00:00:00,TELARES DEL SUR,TRACKER,MARINO S/M,347.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
237.0,2022-07-13 00:00:00,TELARES DEL SUR,TRACKER,MARINO S/M,347.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
238.0,2022-07-13 00:00:00,TELARES DEL SUR,TRACKER,MARINO S/M,347.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
239.0,2022-07-13 00:00:00,TOBATEL,MICROCOTTON,NEGRO,500.0,0.19,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
240.0,2022-07-13 00:00:00,TOBATEL,MICROCOTTON,NEGRO,500.0,0.19,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
241.0,2022-07-14 00:00:00,fibrasint,FIBRA DE CARB,BEIGE,762.0,0.172,JIGGER,TEÑIDO POLIESTER EN JIGGER,,
242.0,2022-07-15 00:00:00,JOMEH,FANTASIA,MANTECA,1016.0,0.21,JIGGER,TEÑIDO EN JIGGER POLIESTER ALGODÓN,,
243.0,2022-07-18 00:00:00,SADASA,C1000,NEGRO,700.0,0.458,JIGGER,TEÑIDO DE POLIAMIDA EN JIGGER,,
244.0,2022-07-18 00:00:00,TOBATEL,TRACKER,VERDE INGLES,790.0,0.2,JET 1, TEÑIDO POLIESTER EN JET 1,,
245.0,2022-07-18 00:00:00,TOBATEL,TRACKER,VERDE INGLES,799.0,0.2,JET 1,TEÑIDO POLIESTER EN JET 1,,
246.0,2022-07-19 00:00:00,SADASA,CORDURA 500,NEGRO,822.0,0.3,JIGGERS ,TEÑIDO DE POLIAMIDA EN JIGGER,,
247.0,2022-07-19 00:00:00,SADASA,CORDURA 500,NEGRO,851.0,0.3,JIGGERS,TEÑIDO DE POLIAMIDA EN JIGGER,,
248.0,2022-07-19 00:00:00,TOBATEL ,TRACKER,BORDO,711.0,0.2,JET 1,TEÑIDO POLIESTER EN JET 1,,
249.0,2022-07-19 00:00:00,TOBATEL,TRACKER,BORDO,698.0,0.2,JET 1,TEÑIDO POLIESTER EN JET 1,,
250.0,2022-07-19 00:00:00,SOGHOMONT,POLIESTER,VERDE MILITAR,450.0,0.392,JET 1,TEÑIDO POLIESTER EN JET 1,,
251.0,2022-07-20 00:00:00,TOBATEL,RIP STOP,GRIS TOPO,495.0,0.315,JET 1,TEÑIDO POLIESTER EN JET 1,,
252.0,2022-07-20 00:00:00,DETOMASO,TAFETA,ROJO,1016.0,0.12,JET 1,TEÑIDO POLIESTER EN JET 1,,
253.0,2022-07-20 00:00:00,TOBATEL,RIP STOP,GRIS TOPO,495.0,0.315,JET 1,TEÑIDO POLIESTER EN JET 1,,
254.0,2022-07-20 00:00:00,SADASA,SARGA ALG,NEGRO REPRO,539.0,0.6,JIGGERS,TEÑIDO ALGODÓN  REPROCESO  EN JIGGERS,,
255.0,2022-07-21 00:00:00,TOBATEL,RIP STOP,NEGRO,507.0,0.315,JET 1,TEÑIDO POLIESTER EN JET 1,,
256.0,2022-07-21 00:00:00,TOBATEL,RIP STOP,NEGRO,507.0,0.315,JET 1,TEÑIDO POLIESTER EN JET 1,,
257.0,2022-07-21 00:00:00,TOBATEL,CIRCUS,NEGRO,985.0,0.14,JET 1,TEÑIDO POLIESTER EN JET 1,,
258.0,2022-07-21 00:00:00,TOBATEL,CIRCUS,NEGRO,994.0,0.14,JET 1,TEÑIDO POLIESTER EN JET 1,,
259.0,2022-07-21 00:00:00,JOMEH,MADRAS,VIOLETA,796.0,0.21,JIGGERS,TEÑIDO UNI ALGODN POLIESTER,,
260.0,2022-07-22 00:00:00,TOBATEL,TRACKER,NEGRO,700.0,0.2,JET 1,TEÑIDO POLIESTER REPROCESO EN JET1,,
261.0,2022-07-22 00:00:00,SADASA,CORD 500,NEGRO,881.0,0.3,JIGGERS,TEÑIDO DE POLIAMIDA EN JIGGER,,
262.0,2022-07-22 00:00:00,SADASA,CORD 500,NEGRO,884.0,0.3,JIGGERS,TEÑIDO DE POLIAMIDA EN JIGGER,,
263.0,2022-07-22 00:00:00,DALESSANDRO,MADRAS,VIOLETA,721.0,0.21,JIGGERS,TEÑIDO UNI ALGODÓN POLIESTER EN JIGGER,,
264.0,2022-07-22 00:00:00,TEXTIL NOTTA,SARGA POL,ROJO 2022,429.0,0.3,JET 1,TEÑIDO POLIESTER EN JET 1,,
265.0,22/072022,TEXTIL NOTTA,SARGA POL,ROJO 2022,429.0,0.3,JET 1,TEÑIDO POLIESTER EN JET 1,,
266.0,2022-07-25 00:00:00,TOBATEL,RIP STOP,GRIS TOPO,990.0,0.315,JIGGERS,TEÑIDO DE ALGODÓN EN JIGGERS,,
267.0,2022-07-25 00:00:00,TOBATEL,RIP STOP,NEGRO,1015.0,0.315,JIGGERS,TEÑIDO DE ALGODÓN EN JIGGERS,,
268.0,2022-07-25 00:00:00,JUAN CARLOS,RIP STOP ,GRIS ACERO,482.0,0.28,JIGGERS,TEÑIDO UNI ALGODÓN POLIESTER EN JIGGER,,
269.0,2022-07-25 00:00:00,TEXTIL NOTTA,SARGA POL,ROJO 2022,429.0,0.3,JET 1,TEÑIDO POLIESTER EN JET 1,,
270.0,2022-07-26 00:00:00,DE TOMASO,TAFETA,MARINO NOCHE,1292.0,0.13,JET 1,TEÑIDO POLIESTER EN JET 1,,
271.0,2022-07-27 00:00:00,JUAN CARLOS,TRACKER,VERDE MILITAR,792.0,0.19,JET 1,TEÑIDO POLIESTER EN JET 1,,
272.0,2022-07-27 00:00:00,JUAN CARLOS,TRACKER,MARINO,800.0,0.19,JET 1,TEÑIDO POLIESTER EN JET 1,,
273.0,2022-07-27 00:00:00,JUAN CARLOS,TRACKER,NEGRO,800.0,0.19,JET 1,TEÑIDO POLIESTER EN JET 1,,
274.0,2022-07-27 00:00:00,PELEG,GROSS,NEGRO,733.0,0.21,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
275.0,2022-07-27 00:00:00,PELEG,GROSS,NEGRO,748.0,0.21,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
276.0,2022-07-28 00:00:00,TELARTES DEL SUR,TRACKER,CYAN,320.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
277.0,2022-07-28 00:00:00,TELARES  DEL SUR,TRACKER,CYAN,324.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
278.0,2022-07-28 00:00:00,TELARES DEL SUR,TRACKER,CYAN,335.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
279.0,2022-07-29 00:00:00,PUCHE,SPUM,NATURAL2022,514.0,0.325,JIGGERS,TEÑIDO DE POLIESTER EN JIGGERS,,
280.0,2022-07-29 00:00:00,PELEG,GROSS,NEGRO,738.0,0.21,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
281.0,2022-08-01 00:00:00,PELEG,GROSS,NEGRO,740.0,0.21,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
282.0,2022-08-01 00:00:00,PELEG,GROSS,NEGRO,740.0,0.21,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
283.0,2022-08-02 00:00:00,TELARES DEL SUR,SARGA,NEGRO,498.0,0.25,JET 1,TEÑIDO POLIESTER EN JET 1,,
284.0,2022-08-02 00:00:00,TELARES DEL SUR,SARGA,NEGRO,498.0,0.25,JET 1,TEÑIDO POLIESTER EN JET 1,,
285.0,2022-08-02 00:00:00,DE TOMASO,GROSS,GRIS TOPO YPF,943.0,0.171,JET 1,TEÑIDO POLIESTER EN JET 1,,
286.0,2022-08-03 00:00:00,TELARES DEL SUR,SARGA,MARINO,500.0,0.25,JET 1,TEÑIDO POLIESTER EN JET 1,,
287.0,2022-08-03 00:00:00,TELARES DEL SUR,SARGA,MARINO,500.0,0.25,JET 1,TEÑIDO POLIESTER EN JET 1,,
288.0,  03/08/2022,COTEXSA,BENGALINA,PETROLEO,375.0,0.32,JET 1,TEÑIDO POLIESTER EN JET 1,,
289.0,2022-08-03 00:00:00,COTEXSA,BENGALINA,PETROLEO,375.0,0.32,JET 1,TEÑIDO POLIESTER EN JET 1,,
290.0,2022-08-04 00:00:00,TOBATEL,RIP STOP,GRIS TOPO,460.0,0.3,JET 1,TEÑIDO POLIESTER EN JET 1,,
291.0,2022-08-04 00:00:00,TOBATEL,RIP STOP,GRIS TOPO,475.0,0.315,JET 1,TEÑIDO POLIESTER EN JET 1,,
292.0,2022-08-04 00:00:00,TOBATEL,RIP STOP,GRIS TOPO,467.0,0.315,JET 1,TEÑIDO POLIESTER EN JET 1,,
293.0,2022-08-05 00:00:00,JOMEH,MADRAS,GRIS TOPO,820.0,0.21,JIGGER,TEIÑIDO UNI  ALGODÓN POLIESTER EN JIGGER,,
294.0,2022-08-05 00:00:00,PARIS,POLIESTER,ROSA VIEJO,424.0,0.19,JIGGER,TEÑIDO POLIESTER EN JIGGER,,
295.0,2022-08-05 00:00:00,DALTEX,POPLIN,NEGRO,884.0,0.16,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
296.0,2022-08-05 00:00:00, DALTEX,POPLIN,MARINO,864.0,0.16,JET 1,TEÑIDO POLIESTER EN JET 1,,
297.0,2022-08-08 00:00:00,PELEG,GROSS,NEGRO,880.0,0.2,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
298.0,2022-08-08 00:00:00,DALTEX,POPLIN,MARINO,1754.0,0.16,JIGGERS,TEÑIDO DE ALGODÓN EN JIGGERS,,
299.0,2022-08-08 00:00:00,SCOZZARI,TAPICERIA,NEGRO,388.0,0.361,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
300.0,2022-08-09 00:00:00,TELARES DEL SUR,TRACKER,ALLO LIMON,330.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
301.0,2022-08-09 00:00:00,TELARES DEL SUR,TRACKER,ALLO LIMON,330.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
302.0,2022-08-09 00:00:00,TELARES DEL SUR,TRACKER,ALLO LIMON,329.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
303.0,2022-08-09 00:00:00,TELARES DEL SUR,TRACKER,ARENA 2021,304.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
304.0,2022-08-09 00:00:00,TELARES DEL SUR,TRACKER,ARENA 2021,306.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
305.0,2022-08-09 00:00:00,TELARES DEL SUR,TRACKER,ARENA 2021,311.0,0.435,JET 1,TEÑIDO POLIESTER EN  JET 1,,
306.0,2022-08-11 00:00:00,TELARES DEL SUR,TRACKER,ALLO LIMON,330.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
307.0,2022-08-11 00:00:00,TELARES DEL SUR,TRACKER,ALLO LIMON,330.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
308.0,2022-08-11 00:00:00,TELARES DEL SUR,TRACKER,ALLO LIMON,329.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
309.0,2022-08-12 00:00:00,KARHAN,CAMISERIA,CELESTE,689.0,0.16,JIGGER,TEÑIDO DE ALGODÓN EN JIGGERS,,
310.0,2022-08-12 00:00:00,DE TOMASO,TAFETA,ROJO 2022,1072.0,0.12,JET 1,TEÑIDO POLIESTER EN JET 1,,
311.0,2022-08-12 00:00:00,TOBATEL,CIRCUS,GRIS TOPO,998.0,0.14,JET 1,TEÑIDO POLIESTER EN JET 1,,
312.0,2022-08-13 00:00:00,SCOZZARI,MADRAS,ROJO,403.0,0.38,JET 1,TEÑIDO POL/ALG EN 2 BAÑOS,,
313.0,2022-08-13 00:00:00,DALESSANDRO,RUSTICO,BORDO,506.0,0.29,JET 1,TEÑIDO POL/ALG EN 2 BAÑOS,,
314.0,2022-08-16 00:00:00,TOBATEL,RIP STOP,VISON,450.0,0.315,JET 1,TEÑIDO POLIESTER EN JET 1,,
315.0,2022-08-16 00:00:00,TOBATEL,RIP STOP,VISON,450.0,0.315,JET 1,TEÑIDO POLIESTER EN JET 1,,
316.0,2022-08-16 00:00:00,TOBATEL,CIRCUS,NEGRO,992.0,0.14,JET 1,TEÑIDO POLIESTER EN JET 1,,
317.0,2022-08-16 00:00:00,PELEG,GROSS,NEGRO,697.0,0.2,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
318.0,2022-08-16 00:00:00,PELEG,GROSS,NEGRO,697.0,0.2,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
319.0,2022-08-16 00:00:00,PELEG,GROSS,NEGRO,697.0,0.2,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
320.0,2022-08-19 00:00:00,TOBATEL,RIP STOP,NEGRO,450.0,0.315,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
321.0,2022-08-18 00:00:00,DALESSANDRO,RUSTICO,ARENA SCOUT,424.0,0.29,JIGGER,TEÑIDO UNI ALGODÓN POLIESTER EN JIGGER,,
322.0,2022-08-18 00:00:00,SADASA,POL600,NEGRO,330.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
323.0,2022-08-18 00:00:00,SADASA,POL600,NEGRO,330.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
324.0,2022-08-18 00:00:00,SADASA,POL600,NEGRO,334.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
325.0,2022-08-19 00:00:00,TOBATEL,RIP STOP,NEGRO,450.0,0.315,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
326.0,2022-08-22 00:00:00,TELARES DEL SUR,TRACKER,MARINO,330.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
327.0,2022-08-23 00:00:00,TELARES DEL SUR,TRACKER,MARINO,330.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
328.0,2022-08-23 00:00:00,TELARES DEL SUR,TRACKER,MARINO,336.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
329.0,2022-08-23 00:00:00,JUAN CARLOS,RIP STOP,CELESTE,534.0,0.28,JIGGER,TEÑIDO UNI ALGODÓN POLIESTER EN JIGGER,,
330.0,2022-08-23 00:00:00,TOBATEL,RIP STOP,MNO NOCHE,479.0,0.315,JET 1,TEÑIDO POLIESTER EN JET 1,,
331.0,2022-08-23 00:00:00,TOBATEL,RIP STOP,MNO NOCHE,472.0,0.315,JET 1,TEÑIDO POLIESTER EN JET 1,,
332.0,2022-08-23 00:00:00,TOBATEL ,RIP STOP,MNO NOCHE,471.0,0.315,JET 1,TEÑIDO POLIESTER EN JET 1,,
333.0,2022-08-24 00:00:00,TOBATEL,TRACKER,ROJO,758.0,0.2,JET 1,TEÑIDO POLIESTER EN JET 1,,
334.0,2022-08-24 00:00:00,TOBATEL,TRACKER,ROJO,734.0,0.2,JET 1,TEÑIDO POLIESTER EN JET 1,,
335.0,2022-08-24 00:00:00,DALTEX,POPLIN,NEGRO,861.0,0.16,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
336.0, 25/08/2022,TELARES DEL SUR,TRACKER,ROJO,345.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
337.0,2022-08-25 00:00:00,TELARES DEL SUR,TRACKER,ROJO,300.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
338.0,2022-08-25 00:00:00,TELARES DEL SUR,TRACKER,ROJO,339.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
339.0, 26/08/2022,TELARES DEL SUR,SARGA,NEGRO,485.0,0.25,JET 1,TEÑIDO POLIESTER REPROCESO EN JET1,,
340.0,2022-08-26 00:00:00,TOBATEL,RIP STOP,MNO NOCHE,472.0,0.315,JIGGER,TEÑIDO DE ALGODÓN EN JIGGER,,
341.0,2022-08-26 00:00:00,DELESANDRO,FANTASIA,ARENA SCOUT,845.0,0.21,JIGGER,TEÑIDO UNI ALGODÓN POLIESTER EN JIGGER,,
342.0,2022-08-27 00:00:00,POLIZZOTTO,F BOLSILLO ,NEGRO,836.0,0.16,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
343.0,2022-08-27 00:00:00,POLIZZOTTO,F BOLSILLO ,NEGRO,836.0,0.16,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
344.0,2022-08-27 00:00:00,PELEG,GROSS,NEGRO,746.0,0.2,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
345.0,2022-08-27 00:00:00,PELEG,GROSS,NEGRO,747.0,0.2,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
346.0,2022-08-29 00:00:00,DALESSANDRO,FANTASIA,GRIS,779.0,0.21,JIGGER,TEÑIDO UNI ALGODÓN POLIESTER EN JIGGER,,
347.0,2022-08-29 00:00:00,HILANTEJ,BRIN 2008,NEGRO,1000.0,0.3,JIGGER,TEÑIDO ALGODÓN DESENCOLADO PREVIO JIGGER,,
348.0,2022-08-29 00:00:00,JUAN CARLOS,RIP STOP,GRIS ACERO,560.0,0.28,JIGGER,TEÑIDO UNI ALGODÓN POLIESTER EN JIGGER,,
349.0,2022-08-29 00:00:00,POLIZZOTTO,GUALDAPOLVO,  MARINO,686.0,0.225,JET 1,TEÑIDO POL/ALG EN 2 BAÑOS,,
350.0,2022-08-29 00:00:00,POLIZZOTTO,GUALDAPOLVO, MARINO,687.0,0.225,JET 1,TEÑIDO POL/ALG EN 2 BAÑOS,,
351.0, 30/08/2022,TOBATEL,RIP STOP,MNO NOCHE,950.0,0.315,JIGGER,TEÑIDO DE ALGODÓN EN JIGGER,,
352.0,2022-08-31 00:00:00,TELARES DEL SUR,SARGA,MARINO,450.0,0.26,JET 1,TEÑIDO POLIESTER EN JET 1,,
353.0,2022-08-31 00:00:00,TELARES DEL SUR,SARGA,NEGRO,533.0,0.26,JET 1,TEÑIDO POLIESTER EN JET 1,,
354.0,2022-08-31 00:00:00,TELARES DEL SUR,ROMBO POL,NEGRO,465.0,0.154,JET 1,TEÑIDO  POLIESTER EN JET 1,,
355.0,2022-09-01 00:00:00,DALESSANDRO,FANTASIA,ROSA VIEJO,1140.0,0.21,JIGGER,TEÑIDO UNI ALGODÓN POLIESTER EN JIGGER,,
356.0,2022-09-01 00:00:00,GIULIANI,637 SARGA,NEGRO,425.0,0.25,JET 1,TEÑIDO POLIESTER EN JET 1,,
357.0,2022-09-01 00:00:00,GIULIANI,637 SARGA,NEGRO,425.0,0.25,JET 1,TEÑIDO POLIESTER EN JET 1,,
358.0,2022-09-01 00:00:00,DALESSANDRO,FANTASIA,NEGRO,796.0,0.21,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
359.0,2022-09-02 00:00:00,POLIZZOTTO,BOLSILLO,NEGRO,961.0,0.16,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
360.0,2022-09-02 00:00:00,TOBATEL,RIP STOP,GRIS TOPO,475.0,0.315,JIGGER,TEÑIDO  DE ALGODÓN EN JIGGER,,
361.0,2022-09-02 00:00:00,NOTTA,SARGA,ROJO 2022,606.0,0.3,JET 1,TEÑIDO POLIESTER EN JET 1,,
362.0,2022-09-02 00:00:00,NOTTA,SARGA,ROJO 2022,612.0,0.3,JET 1,TEÑIDO POLIESTER EN JET 1,,
363.0,2022-09-05 00:00:00,COTEXSA,BENGALINA,MARINO,350.0,0.32,JET 1,TEÑIDO POLIESTER EN JET 1,,
364.0,2022-09-05 00:00:00,COTEXSA,BENGALINA,MARINO,350.0,0.32,JET 1,TEÑIDO POLIESTER EN JET 1,,
365.0,05/092022,COTEXSA,BENGALINA,FRANCIA,345.0,0.32,JET 1,TEÑIDO POLIESTER EN JET 1,,
366.0,2022-09-05 00:00:00,COTEXSA,BENGALINA ,FRANCIA,345.0,0.32,JET 1,TEÑIDO POLIESTER EN JET 1,,
367.0,2022-09-05 00:00:00,COTEXSA,BENGALINA,VERDE BENETTON,345.0,0.32,JET 1,TEÑIDO POLIESTER EN JET 1,,
368.0,2022-09-05 00:00:00,COTEXSA,BENGALINA,VERDE BENETTON,345.0,0.32,JET 1,TEÑIDO POLIESTER EN JET 1,,
369.0,2022-09-06 00:00:00,PELEG,RAYON,NEGRO,1959.0,0.14,JIGGER,TEÑIDO DE ALGODÓN EN JIGGER,,
370.0,2022-09-06 00:00:00,NOTTA,SARGA,FRANCIA,609.0,0.3,JET 1,TEÑIDO POLIESTER EN JET 1,,
371.0,2022-09-07 00:00:00,HILANTEJ,BRIN 2008,NEGRO,1008.0,0.3,JIGGER,TEÑIDO DE ALGODÓN EN JIGGER,,
372.0,2022-09-07 00:00:00,TELARES DEL SUR,TRACKER ,VDE BENETTON,344.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
373.0,2022-09-07 00:00:00,TELARES DEL SUR,TRACKER,VDE BENETTON,360.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
374.0,2022-09-07 00:00:00,TELARES DEL SUR,TRACKER,VDE BENETTON,343.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
375.0,2022-09-08 00:00:00,TELARES DEL SUR,TRACKER,VDE BENETTON,330.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
376.0,2022-09-08 00:00:00,TELARES DEL SUR,TRACKER,VDE BENETTON,330.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
377.0,2022-09-08 00:00:00,TELARES DEL SUR,TRACKER,VDE BENETTON,327.0,0.435,JET 1,TEÑIDO POLIESTER EN JET 1,,
378.0,2022-09-08 00:00:00,TELARES DEL SUR,SARGA ,MNO NOCHE,453.0,0.26, JET 1,TEÑIDO POLIESTER EN JET 1,,
379.0,2022-09-08 00:00:00,TELARES DEL SUR,SARGA,MNO NOCHE,453.0,0.26,JET 1,TEÑIDO POLIESTER EN JET 1,,
380.0,2022-09-09 00:00:00,TOBATEL,CIRCUS  ,MARINO,1000.0,0.14,JET 1,TEÑIDO POLIESTER EN JET 1,,
381.0,2022-09-09 00:00:00,TOBATEL,CIRCUS,FRANCIA,993.0,0.14,JET 1,TEÑIDO POLIESTER EN JET 1,,
382.0,2022-09-12 00:00:00,JOMEH,FANTASIA,GRIS MEDIO,889.0,0.21,JIGGER,TEÑIDO ALGODON POLIESTER EN JIGGER,,
383.0,2022-09-12 00:00:00,TOBATEL,MICROCOTTON,NEGRO,748.0,0.19,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
384.0,2022-09-12 00:00:00,TOBATEL,MICROCOTTON,MNO NOCHE,739.0,0.19,JET 1,TEÑIDO POL/ALG EN 2 BAÑOS,,
385.0,2022-09-13 00:00:00,DALTEX,SUPER POPLIN,MARINO,880.0,0.16,JET 1,TEÑIDO POLIESTER EN JET 1,,
386.0,2022-09-13 00:00:00,DALTEX,SUPER POPLIN,MARINO,844.0,0.16,JET 1,TEÑIDO POLIESTER EN JET 1,,
387.0,2022-09-13 00:00:00,TELARES DEL SUR,TRACKER ,NEGRO,295.0,0.4,JET 1, TEÑIDO POLIESTER EN JET 1,,
388.0,2022-09-13 00:00:00,TELARES DEL SUR,TRACKER,NEGRO,295.0,0.4,JET 1,TEÑIDO POLIESTER EN JET 1,,
389.0,2022-09-13 00:00:00,TELARES DEL SUR,TRACKER,NEGRO,295.0,0.4,JET 1, TEÑIDO POLIESTER EN JET 1,,
